above_threshold,ari,case_name,changepoints,duplicate_rate,duplicate_rate_conditional_on_hit,event_recall,experiment,f1,fn,fp,label_accuracy,localization_error,max_abs_error,max_score,mean_abs_error,mean_num_detections,mean_posterior_entropy,meta_ablation,meta_distance_type,meta_hazard,meta_horizon,meta_metric,meta_placeholder,meta_use_global,meta_use_prototypes,meta_variant,meta_window,method,nmi,num_detected,param_centered,param_d,param_delta,param_delta_rho,param_demeaned,param_epsilon,param_garch_noise,param_magnitude,param_mean_shift,param_mode_separation,param_n_after,param_n_before,param_n_changepoints,param_n_factors,param_n_per_segment,param_noise_level,param_nu,param_persistent,param_regime_duration,param_rho1,param_seed,param_serial_dependence,param_shift_family,param_shock_length,param_shock_type,param_signal_strength,param_similarity,param_sparsity,param_volatility_ratio,param_window_length,precision,recall,resource_name,resource_source,resource_url,threshold,tp,unavailable
1.0,,fixed_marginal_correlation_crisis,137;168,,,,A4,0.0,1.0,2.0,,nan,nan,0.5755032184828633,nan,,,,,,,,,,,,,coordinate_w2t,,2.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,0,,,,,,,,,,0.0,0.0,Coordinate-wise W2T,"Cheng et al., Optimal Transport Based Change Point Detection and Time Series Segment Clustering, arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.2968754202758966,0.0,0.0
1.0,,fixed_marginal_correlation_crisis,137;169,,,,A4,0.0,1.0,2.0,,nan,nan,0.37333333333333335,nan,,,,,,,,,,,,,ks,,2.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,0,,,,,,,,,,0.0,0.0,KS window scan,scipy.stats.ks_2samp documentation,https://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.ks_2samp.html,0.2698888888888889,0.0,0.0
nan,,fixed_marginal_correlation_crisis,15;30;85;105;125;150;165;180;205;225,,,,A4,0.18181818181818182,0.0,9.0,,5.0,5.0,0.0,5.0,,,,,,,,,,,,,pelt_l2,,10.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,0,,,,,,,,,,0.1,1.0,PELT-L2,"Killick, Fearnhead, Eckley (2012); ruptures PELT documentation",https://ctruong.perso.math.cnrs.fr/ruptures-docs/build/html/detection/pelt.html,nan,1.0,0.0
nan,,fixed_marginal_correlation_crisis,,,,,A4,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,0,,,,,,,,,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
1.0,,fixed_marginal_correlation_crisis,168,,,,A4,0.0,1.0,1.0,,nan,nan,0.14093120680690954,nan,,,,,,,,,,,,,mmd,,1.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,0,,,,,,,,,,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.08521714792309337,0.0,0.0
1.0,,fixed_marginal_correlation_crisis,168,,,,A4,0.0,1.0,1.0,,nan,nan,1.091966539674394,nan,,,,,,,,,,,,,energy,,1.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,0,,,,,,,,,,0.0,0.0,Energy distance scan,"Matteson and James, A Nonparametric Approach for Multiple Change Point Analysis of Multivariate Data, JASA 2014",https://doi.org/10.1080/01621459.2013.849605,0.577781209258086,0.0,0.0
1.0,,fixed_marginal_correlation_crisis,117,,,,A4,1.0,0.0,0.0,,3.0,3.0,2.9506130871992218,3.0,,,,,,,,,,,,,bures,,1.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,0,,,,,,,,,,1.0,1.0,Bures-Wasserstein covariance scan,Closed-form Gaussian/covariance 2-Wasserstein geometry,https://en.wikipedia.org/wiki/Wasserstein_metric#Normal_distributions,2.896417786853932,1.0,0.0
1.0,,fixed_marginal_correlation_crisis,168,,,,A4,0.0,1.0,1.0,,nan,nan,0.7006476137245785,nan,,,,,,,,,,,,,sliced_wasserstein,,1.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,0,,,,,,,,,,0.0,0.0,Sliced Wasserstein window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,0.34589940405848224,0.0,0.0
1.0,,fixed_marginal_correlation_crisis,168,,,,A4,0.0,1.0,1.0,,nan,nan,11.988477458499524,nan,,,,,,,,,,,,,sinkhorn,,1.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,0,,,,,,,,,,0.0,0.0,Sinkhorn window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,10.859896649058475,0.0,0.0
1.0,,fixed_marginal_correlation_crisis,117;158,,,,A4,0.6666666666666666,0.0,1.0,,3.0,3.0,2.9506130871992218,3.0,,,full,bures,,80,bures,False,True,True,proposed_full,30,proposed_full,,2.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,0,,,,,,,,,,0.5,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,2.896417786853932,1.0,0.0
1.0,,fixed_marginal_correlation_crisis,117;158;187,,,,A4,0.5,0.0,2.0,,3.0,3.0,2.9506130871992218,3.0,,,local_global_no_prototype,bures,,80,bures,False,True,False,proposed_local_global_no_proto,30,proposed_local_global_no_proto,,3.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,0,,,,,,,,,,0.3333333333333333,1.0,"Proposed: local + global, no prototypes",docs/experiment_plan.md §2.2,docs/experiment_plan.md,2.896417786853932,1.0,0.0
0.0,,fixed_marginal_correlation_crisis,,,,,A4,0.0,1.0,0.0,,nan,nan,0.2926563838897038,nan,,,,,,,,,,,,,coordinate_w2t,,0.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,1,,,,,,,,,,0.0,0.0,Coordinate-wise W2T,"Cheng et al., Optimal Transport Based Change Point Detection and Time Series Segment Clustering, arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.2968754202758966,0.0,0.0
1.0,,fixed_marginal_correlation_crisis,140,,,,A4,0.0,1.0,1.0,,nan,nan,0.28444444444444444,nan,,,,,,,,,,,,,ks,,1.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,1,,,,,,,,,,0.0,0.0,KS window scan,scipy.stats.ks_2samp documentation,https://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.ks_2samp.html,0.2698888888888889,0.0,0.0
nan,,fixed_marginal_correlation_crisis,35;50;85;125;140;165;180;195;215,,,,A4,0.19999999999999998,0.0,8.0,,5.0,5.0,0.0,5.0,,,,,,,,,,,,,pelt_l2,,9.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,1,,,,,,,,,,0.1111111111111111,1.0,PELT-L2,"Killick, Fearnhead, Eckley (2012); ruptures PELT documentation",https://ctruong.perso.math.cnrs.fr/ruptures-docs/build/html/detection/pelt.html,nan,1.0,0.0
nan,,fixed_marginal_correlation_crisis,,,,,A4,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,1,,,,,,,,,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
0.0,,fixed_marginal_correlation_crisis,,,,,A4,0.0,1.0,0.0,,nan,nan,0.07358474243221665,nan,,,,,,,,,,,,,mmd,,0.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,1,,,,,,,,,,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.08521714792309337,0.0,0.0
0.0,,fixed_marginal_correlation_crisis,,,,,A4,0.0,1.0,0.0,,nan,nan,0.4697518519240063,nan,,,,,,,,,,,,,energy,,0.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,1,,,,,,,,,,0.0,0.0,Energy distance scan,"Matteson and James, A Nonparametric Approach for Multiple Change Point Analysis of Multivariate Data, JASA 2014",https://doi.org/10.1080/01621459.2013.849605,0.577781209258086,0.0,0.0
0.0,,fixed_marginal_correlation_crisis,,,,,A4,0.0,1.0,0.0,,nan,nan,2.533606559953119,nan,,,,,,,,,,,,,bures,,0.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,1,,,,,,,,,,0.0,0.0,Bures-Wasserstein covariance scan,Closed-form Gaussian/covariance 2-Wasserstein geometry,https://en.wikipedia.org/wiki/Wasserstein_metric#Normal_distributions,2.896417786853932,0.0,0.0
0.0,,fixed_marginal_correlation_crisis,,,,,A4,0.0,1.0,0.0,,nan,nan,0.29829227388778107,nan,,,,,,,,,,,,,sliced_wasserstein,,0.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,1,,,,,,,,,,0.0,0.0,Sliced Wasserstein window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,0.34589940405848224,0.0,0.0
0.0,,fixed_marginal_correlation_crisis,,,,,A4,0.0,1.0,0.0,,nan,nan,9.871446885274239,nan,,,,,,,,,,,,,sinkhorn,,0.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,1,,,,,,,,,,0.0,0.0,Sinkhorn window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,10.859896649058475,0.0,0.0
0.0,,fixed_marginal_correlation_crisis,117;133,,,,A4,0.6666666666666666,0.0,1.0,,3.0,3.0,2.533606559953119,3.0,,,full,bures,,80,bures,False,True,True,proposed_full,30,proposed_full,,2.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,1,,,,,,,,,,0.5,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,2.896417786853932,1.0,0.0
0.0,,fixed_marginal_correlation_crisis,88;117;133,,,,A4,0.5,0.0,2.0,,3.0,3.0,2.533606559953119,3.0,,,local_global_no_prototype,bures,,80,bures,False,True,False,proposed_local_global_no_proto,30,proposed_local_global_no_proto,,3.0,,10,,0.3,,,,,,,,,,,120,,,,,0.2,1,,,,,,,,,,0.3333333333333333,1.0,"Proposed: local + global, no prototypes",docs/experiment_plan.md §2.2,docs/experiment_plan.md,2.896417786853932,1.0,0.0
nan,,low_rank_factor_shock,,,,,A5,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,20,,,,0.1,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
1.0,,low_rank_factor_shock,92,,,,A5,0.0,1.0,1.0,,nan,nan,0.05183630394317651,nan,,,,,,,,,,,,,mmd,,1.0,,20,,,,0.1,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.04977298157879901,0.0,0.0
1.0,,low_rank_factor_shock,35,,,,A5,0.0,1.0,1.0,,nan,nan,0.38633283136675434,nan,,,,,,,,,,,,,sliced_wasserstein,,1.0,,20,,,,0.1,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.0,0.0,Sliced Wasserstein window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,0.3775655395079887,0.0,0.0
1.0,,low_rank_factor_shock,93,,,,A5,0.0,1.0,1.0,,nan,nan,26.367333008573205,nan,,,,,,,,,,,,,sinkhorn,,1.0,,20,,,,0.1,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.0,0.0,Sinkhorn window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,26.169212165978117,0.0,0.0
1.0,,low_rank_factor_shock,125,,,,A5,1.0,0.0,0.0,,5.0,5.0,6.0316413576131005,5.0,,,,,,,,,,,,,covariance_frobenius,,1.0,,20,,,,0.1,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,1.0,1.0,Covariance Frobenius-distance scan,docs/experiment_plan.md A5 baseline,docs/experiment_plan.md,5.978541525862642,1.0,0.0
1.0,,low_rank_factor_shock,100;133,,,,A5,0.6666666666666666,0.0,1.0,,13.0,13.0,1.4141963747313464,13.0,,,,,,,,,,,,,pca_subspace,,2.0,,20,,,,0.1,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.5,1.0,PCA subspace-distance scan,docs/experiment_plan.md A5 baseline,docs/experiment_plan.md,1.4141958128990302,1.0,0.0
1.0,,low_rank_factor_shock,125,,,,A5,1.0,0.0,0.0,,5.0,5.0,8.624224392738569,5.0,,,,,,,,,,,,,bures,,1.0,,20,,,,0.1,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,1.0,1.0,Bures-Wasserstein covariance scan,Closed-form Gaussian/covariance 2-Wasserstein geometry,https://en.wikipedia.org/wiki/Wasserstein_metric#Normal_distributions,8.587686522319565,1.0,0.0
1.0,,low_rank_factor_shock,100;125;173,,,,A5,0.5,0.0,2.0,,5.0,5.0,8.624224392738569,5.0,,,full,bures,,80,bures,False,True,True,proposed_full,30,proposed_full,,3.0,,20,,,,0.1,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.3333333333333333,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,8.588023191723979,1.0,0.0
nan,,low_rank_factor_shock,,,,,A5,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,20,,,,0.1,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
1.0,,low_rank_factor_shock,168,,,,A5,0.0,1.0,1.0,,nan,nan,0.051073246566377795,nan,,,,,,,,,,,,,mmd,,1.0,,20,,,,0.1,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.04905520065902481,0.0,0.0
1.0,,low_rank_factor_shock,30,,,,A5,0.0,1.0,1.0,,nan,nan,0.38811875486124914,nan,,,,,,,,,,,,,sliced_wasserstein,,1.0,,20,,,,0.1,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,Sliced Wasserstein window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,0.37930804084468983,0.0,0.0
1.0,,low_rank_factor_shock,53;169,,,,A5,0.0,1.0,2.0,,nan,nan,26.63979084622824,nan,,,,,,,,,,,,,sinkhorn,,2.0,,20,,,,0.1,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,Sinkhorn window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,26.433015932027384,0.0,0.0
1.0,,low_rank_factor_shock,51;169,,,,A5,0.0,1.0,2.0,,nan,nan,6.140322392133854,nan,,,,,,,,,,,,,covariance_frobenius,,2.0,,20,,,,0.1,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,Covariance Frobenius-distance scan,docs/experiment_plan.md A5 baseline,docs/experiment_plan.md,6.062347281785005,0.0,0.0
1.0,,low_rank_factor_shock,80;116,,,,A5,0.6666666666666666,0.0,1.0,,4.0,4.0,1.4142135048477102,4.0,,,,,,,,,,,,,pca_subspace,,2.0,,20,,,,0.1,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.5,1.0,PCA subspace-distance scan,docs/experiment_plan.md A5 baseline,docs/experiment_plan.md,1.414179114577138,1.0,0.0
1.0,,low_rank_factor_shock,169,,,,A5,0.0,1.0,1.0,,nan,nan,9.150339963332538,nan,,,,,,,,,,,,,bures,,1.0,,20,,,,0.1,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,Bures-Wasserstein covariance scan,Closed-form Gaussian/covariance 2-Wasserstein geometry,https://en.wikipedia.org/wiki/Wasserstein_metric#Normal_distributions,8.791803727833067,0.0,0.0
1.0,,low_rank_factor_shock,123;141;169,,,,A5,0.5,0.0,2.0,,3.0,3.0,9.150339963332538,3.0,,,full,bures,,80,bures,False,True,True,proposed_full,30,proposed_full,,3.0,,20,,,,0.1,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.3333333333333333,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,8.792552004013146,1.0,0.0
nan,,low_rank_factor_shock,,,,,A5,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,20,,,,0.5,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
1.0,,low_rank_factor_shock,94,,,,A5,0.0,1.0,1.0,,nan,nan,0.05265278803876435,nan,,,,,,,,,,,,,mmd,,1.0,,20,,,,0.5,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.05173701380853178,0.0,0.0
1.0,,low_rank_factor_shock,35,,,,A5,0.0,1.0,1.0,,nan,nan,0.38633283136675434,nan,,,,,,,,,,,,,sliced_wasserstein,,1.0,,20,,,,0.5,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.0,0.0,Sliced Wasserstein window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,0.3775655395079887,0.0,0.0
1.0,,low_rank_factor_shock,108,,,,A5,1.0,0.0,0.0,,12.0,12.0,26.409953381499648,12.0,,,,,,,,,,,,,sinkhorn,,1.0,,20,,,,0.5,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,1.0,1.0,Sinkhorn window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,26.376657268723985,1.0,0.0
1.0,,low_rank_factor_shock,125;162,,,,A5,0.6666666666666666,0.0,1.0,,5.0,5.0,5.931951894934279,5.0,,,,,,,,,,,,,covariance_frobenius,,2.0,,20,,,,0.5,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.5,1.0,Covariance Frobenius-distance scan,docs/experiment_plan.md A5 baseline,docs/experiment_plan.md,5.900906423200942,1.0,0.0
1.0,,low_rank_factor_shock,151;182,,,,A5,0.0,1.0,2.0,,nan,nan,1.4142135197372308,nan,,,,,,,,,,,,,pca_subspace,,2.0,,20,,,,0.5,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.0,0.0,PCA subspace-distance scan,docs/experiment_plan.md A5 baseline,docs/experiment_plan.md,1.4142083809721724,0.0,0.0
1.0,,low_rank_factor_shock,111;143,,,,A5,0.6666666666666666,0.0,1.0,,9.0,9.0,8.313451794150687,9.0,,,,,,,,,,,,,bures,,2.0,,20,,,,0.5,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.5,1.0,Bures-Wasserstein covariance scan,Closed-form Gaussian/covariance 2-Wasserstein geometry,https://en.wikipedia.org/wiki/Wasserstein_metric#Normal_distributions,8.252977930595279,1.0,0.0
1.0,,low_rank_factor_shock,111;143,,,,A5,0.6666666666666666,0.0,1.0,,9.0,9.0,8.313451794150687,9.0,,,full,bures,,80,bures,False,True,True,proposed_full,30,proposed_full,,2.0,,20,,,,0.5,,,,,,,,1,120,,,,,,0,,,,,,,dense,,,0.5,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,8.253427413213746,1.0,0.0
nan,,low_rank_factor_shock,,,,,A5,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,20,,,,0.5,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
1.0,,low_rank_factor_shock,115;168,,,,A5,0.6666666666666666,0.0,1.0,,5.0,5.0,0.051129021329822257,5.0,,,,,,,,,,,,,mmd,,2.0,,20,,,,0.5,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.5,1.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.05025419275316724,1.0,0.0
1.0,,low_rank_factor_shock,30,,,,A5,0.0,1.0,1.0,,nan,nan,0.38811875486124914,nan,,,,,,,,,,,,,sliced_wasserstein,,1.0,,20,,,,0.5,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,Sliced Wasserstein window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,0.37930804084468983,0.0,0.0
1.0,,low_rank_factor_shock,169,,,,A5,0.0,1.0,1.0,,nan,nan,26.910893368232227,nan,,,,,,,,,,,,,sinkhorn,,1.0,,20,,,,0.5,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,Sinkhorn window scan,POT: Python Optimal Transport documentation,https://pythonot.github.io/,26.645896485883352,0.0,0.0
1.0,,low_rank_factor_shock,51;169,,,,A5,0.0,1.0,2.0,,nan,nan,6.238530132472772,nan,,,,,,,,,,,,,covariance_frobenius,,2.0,,20,,,,0.5,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,Covariance Frobenius-distance scan,docs/experiment_plan.md A5 baseline,docs/experiment_plan.md,6.0648842992562075,0.0,0.0
1.0,,low_rank_factor_shock,80,,,,A5,0.0,1.0,1.0,,nan,nan,1.4142135048477102,nan,,,,,,,,,,,,,pca_subspace,,1.0,,20,,,,0.5,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,PCA subspace-distance scan,docs/experiment_plan.md A5 baseline,docs/experiment_plan.md,1.414212315420143,0.0,0.0
1.0,,low_rank_factor_shock,169,,,,A5,0.0,1.0,1.0,,nan,nan,9.29105084353762,nan,,,,,,,,,,,,,bures,,1.0,,20,,,,0.5,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,Bures-Wasserstein covariance scan,Closed-form Gaussian/covariance 2-Wasserstein geometry,https://en.wikipedia.org/wiki/Wasserstein_metric#Normal_distributions,8.907880734688247,0.0,0.0
1.0,,low_rank_factor_shock,138;169,,,,A5,0.0,1.0,2.0,,nan,nan,9.29105084353762,nan,,,full,bures,,80,bures,False,True,True,proposed_full,30,proposed_full,,2.0,,20,,,,0.5,,,,,,,,1,120,,,,,,1,,,,,,,dense,,,0.0,0.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,8.909112755215276,0.0,0.0
1.0,,transient_shock,281,,,,A6,0.6666666666666666,1.0,0.0,,26.0,26.0,0.33759983305170904,26.0,,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,,,,,,,large,,,250,250,,,,,,False,,,0,,,5,volatility,,,,,,1.0,0.5,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.26391525140511013,1.0,0.0
0.0,,transient_shock,,,,,A6,0.0,2.0,0.0,,nan,nan,0.046737622370134034,nan,,,,,,,,,,,,,mmd,,0.0,,,,,,,,large,,,250,250,,,,,,False,,,0,,,5,volatility,,,,,,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.08752783773839697,0.0,0.0
nan,,transient_shock,,,,,A6,0.0,2.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,,,,,,,large,,,250,250,,,,,,False,,,0,,,5,volatility,,,,,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
0.0,,transient_shock,,,,,A6,0.0,2.0,0.0,,nan,nan,0.003968253968253969,nan,,,,,0.003968253968253968,,,,,,,,bocpd_gaussian,,0.0,,,,,,,,large,,,250,250,,,,,,False,,,0,,,5,volatility,,,,,,0.0,0.0,Bayesian Online Change Point Detection,"Adams and MacKay, Bayesian Online Changepoint Detection, arXiv:0710.3742; dtolpin/bocd",https://arxiv.org/abs/0710.3742,0.00396825396825397,0.0,0.0
0.0,,transient_shock,,,,,A6,0.0,2.0,0.0,,nan,nan,11.218299145810253,nan,,,,,,,,,,,,,cusum_mean,,0.0,,,,,,,,large,,,250,250,,,,,,False,,,0,,,5,volatility,,,,,,0.0,0.0,CUSUM mean alarm,Classic cumulative-sum sequential monitoring,https://en.wikipedia.org/wiki/CUSUM,25.331175341476886,0.0,0.0
0.0,,transient_shock,,,,,A6,0.0,2.0,0.0,,nan,nan,10.985634155301273,nan,,,,,,,,,,,,,ewma_vol,,0.0,,,,,,,,large,,,250,250,,,,,,False,,,0,,,5,volatility,,,,,,0.0,0.0,EWMA volatility alarm,RiskMetrics-style EWMA volatility monitoring,https://www.msci.com/research-and-insights/paper/1996-riskmetrics-technical-document,14.097801051336349,0.0,0.0
0.0,,transient_shock,286,,,,A6,0.6666666666666666,1.0,0.0,,31.0,31.0,0.38739508056650096,31.0,,,full,sliced,,126,sliced_wasserstein,False,True,True,proposed_full,63,proposed_full,,1.0,,,,,,,,large,,,250,250,,,,,,False,,,0,,,5,volatility,,,,,,1.0,0.5,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.4161546628291348,1.0,0.0
0.0,,transient_shock,,,,,A6,0.0,2.0,0.0,,nan,nan,0.38739508056650096,nan,,,local_only,sliced,,126,sliced_wasserstein,False,False,False,proposed_local_only,63,proposed_local_only,,0.0,,,,,,,,large,,,250,250,,,,,,False,,,0,,,5,volatility,,,,,,0.0,0.0,Proposed: local alert only,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.4161546628291348,0.0,0.0
